Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,Inflation rate,GDP,class
1,1,2,9500,1,1,152.0,1,37,37,9,9,139.0,1,0,0,1,0,0,18,0,7,7,6,14.33333333,7,7,6,14.33333333,7.6,2.6,0.32,Graduate
1,1,1,9085,1,1,101.0,1,1,37,4,9,98.9,1,0,0,1,0,0,21,0,6,12,4,12.5,6,13,2,12.66666667,11.1,0.6,2.02,Enrolled
1,17,1,9254,1,1,137.0,1,34,38,0,7,137.7,1,0,1,0,0,0,19,0,6,14,1,10.0,6,13,0,0.0,7.6,2.6,0.32,Dropout
1,1,4,9500,1,1,123.0,1,1,1,3,3,113.6,1,0,0,1,0,0,21,0,7,8,7,14.69625,8,9,8,14.62222222,12.4,0.5,1.79,Graduate
1,1,1,9085,1,1,120.0,1,4,1,2,9,113.4,0,0,0,1,0,0,18,0,6,14,4,11.5,6,17,3,13.75,11.1,0.6,2.02,Enrolled
1,17,3,9556,1,1,131.0,1,19,38,9,7,128.5,0,0,0,1,0,1,18,0,7,9,7,12.85555556,8,8,8,13.9125,12.7,3.7,-1.7,Graduate
1,1,1,9500,1,1,141.0,1,1,1,3,10,142.8,0,0,0,1,0,0,18,0,7,7,7,13.7,8,9,8,13.99444444,11.1,0.6,2.02,Graduate
1,1,1,9130,1,1,144.0,1,3,1,1,3,137.7,0,0,0,0,0,0,23,0,5,9,0,0.0,5,10,1,12.0,10.8,1.4,1.74,Dropout
1,1,1,9238,1,1,107.0,1,19,37,7,7,103.5,1,0,0,1,0,0,20,0,6,13,3,11.2,6,9,4,12.0,16.2,0.3,-0.92,Enrolled
1,1,1,9500,1,1,133.0,1,38,38,5,5,123.2,0,0,0,1,0,0,18,0,7,7,7,13.28571429,8,9,8,13.33333333,16.2,0.3,-0.92,Graduate
1,17,2,9853,1,1,126.0,1,1,19,2,10,126.0,1,0,0,1,0,0,19,0,6,9,5,13.0,6,8,5,10.4,7.6,2.6,0.32,Enrolled
1,39,1,9500,1,1,133.1,1,1,38,3,7,121.7,0,0,0,1,0,1,27,0,7,8,6,12.6,7,9,6,11.68571429,12.4,0.5,1.79,Enrolled
1,17,1,9147,1,1,147.0,1,37,37,9,6,142.8,1,0,1,0,0,1,19,0,5,5,5,12.8,5,5,4,12.0,11.1,0.6,2.02,Enrolled
1,43,1,9130,1,1,120.0,1,1,19,9,9,120.0,1,0,0,1,0,0,21,0,6,14,5,11.5,6,13,5,11.0,15.5,2.8,-4.06,Dropout
1,18,1,9500,1,1,130.0,1,37,38,7,8,119.3,1,0,0,1,0,1,19,0,8,8,7,11.4,8,8,7,11.4,10.8,1.4,1.74,Graduate
1,44,1,9238,1,1,120.0,1,37,37,6,9,121.0,0,0,0,1,0,1,21,0,6,6,6,12.33333333,6,8,6,11.33333333,13.9,-0.3,0.79,Graduate
1,1,5,9773,1,1,138.0,1,19,19,9,9,139.4,1,0,0,1,0,0,18,0,6,7,5,12.8,6,10,4,12.2,10.8,1.4,1.74,Graduate
1,17,1,9085,1,1,124.0,1,19,38,7,7,113.9,1,0,0,1,0,1,20,0,5,8,5,12.0,5,8,4,15.0,12.7,3.7,-1.7,Graduate
1,1,1,9853,1,1,133.0,1,37,37,9,7,124.6,1,0,0,1,0,1,18,0,6,8,5,13.0,6,9,5,13.5,9.4,-0.8,-3.12,Graduate
1,17,1,9070,1,1,122.0,1,1,1,4,8,123.8,1,0,1,0,0,1,18,0,6,6,6,11.83333333,6,8,6,11.0,12.7,3.7,-1.7,Dropout
1,1,3,9085,1,1,138.0,1,1,3,4,4,126.3,1,0,0,1,0,0,18,0,6,8,6,14.0,6,9,6,13.33333333,8.9,1.4,3.51,Graduate
1,17,4,9773,1,1,134.0,1,1,1,3,3,120.4,1,0,0,1,0,1,18,0,6,6,6,12.33333333,6,6,6,13.5,16.2,0.3,-0.92,Graduate
1,1,3,9500,1,1,128.0,1,1,1,7,7,120.5,1,0,0,1,0,1,19,0,7,10,5,13.04,7,7,7,12.5,12.4,0.5,1.79,Enrolled
1,53,1,9085,1,42,140.0,1,19,38,8,9,144.9,1,0,1,0,0,0,23,0,11,18,11,13.16666667,9,15,8,13.33333333,8.9,1.4,3.51,Enrolled
1,39,1,9085,1,19,133.1,1,19,19,4,9,139.9,1,0,0,1,0,1,24,0,6,7,6,12.5,6,11,6,12.83333333,8.9,1.4,3.51,Graduate
1,1,1,171,1,1,142.0,1,1,1,3,3,133.3,1,0,0,1,0,0,19,0,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74,Graduate
1,1,3,9500,1,1,141.0,1,19,19,9,9,126.0,1,0,0,1,0,0,18,0,8,8,7,15.65714286,8,8,7,15.65714286,12.7,3.7,-1.7,Graduate
1,1,2,9070,1,1,145.0,1,1,19,4,3,133.5,0,0,0,1,0,0,19,0,6,6,6,12.16666667,6,6,6,11.33333333,12.7,3.7,-1.7,Graduate
1,17,2,9853,1,1,145.0,1,38,19,4,9,127.9,1,0,0,1,0,0,19,0,6,0,0,0.0,6,0,0,0.0,10.8,1.4,1.74,Dropout
1,1,1,9238,1,1,108.0,1,1,38,5,8,105.9,0,0,0,1,0,1,20,0,6,11,5,10.6,6,9,5,11.16666667,11.1,0.6,2.02,Enrolled
1,1,1,9085,1,1,132.0,1,1,12,4,5,124.3,0,0,0,1,0,0,20,0,6,10,6,13.42857143,6,11,5,12.66666667,13.9,-0.3,0.79,Enrolled
1,39,1,9773,1,1,140.0,1,34,37,0,0,102.5,0,0,0,1,0,0,26,0,6,8,4,11.75,6,12,0,0.0,7.6,2.6,0.32,Dropout
1,39,1,9254,1,19,133.1,1,19,1,9,5,97.0,0,0,1,0,1,0,36,0,5,10,0,0.0,5,5,0,0.0,15.5,2.8,-4.06,Dropout
1,17,1,171,1,1,128.0,1,1,1,4,10,134.7,0,0,0,0,1,0,19,0,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74,Dropout
1,42,1,9119,1,1,120.0,1,19,37,9,9,113.8,0,0,0,0,1,0,27,0,5,0,0,0.0,5,0,0,0.0,15.5,2.8,-4.06,Dropout
1,1,4,9119,1,1,120.0,1,3,1,123,152,116.9,0,0,0,1,1,0,18,0,5,9,1,13.0,5,5,0,0.0,8.9,1.4,3.51,Dropout
1,1,4,9500,1,1,139.0,1,37,38,9,9,124.0,1,0,0,1,1,1,18,0,8,8,7,13.33142857,8,8,7,13.33142857,10.8,1.4,1.74,Graduate
1,39,1,9070,1,1,139.3,1,38,38,5,5,117.5,0,0,0,1,1,0,28,0,6,0,0,0.0,6,0,0,0.0,12.4,0.5,1.79,Dropout
1,44,1,171,1,39,150.0,1,19,1,9,9,154.8,1,0,0,1,1,0,21,0,0,0,0,0.0,0,0,0,0.0,12.4,0.5,1.79,Graduate
1,1,1,9500,1,1,138.0,1,19,37,4,9,141.0,0,0,0,1,1,0,19,0,7,7,6,13.7,7,7,6,13.7,7.6,2.6,0.32,Graduate
1,39,1,9670,1,9,133.1,1,6,22,3,3,120.0,0,0,1,0,1,0,26,0,5,5,0,0.0,5,5,0,0.0,9.4,-0.8,-3.12,Dropout
1,51,1,9119,1,1,136.0,1,1,19,3,5,133.6,1,0,0,1,1,0,20,0,9,12,9,13.45454545,7,9,6,13.875,11.1,0.6,2.02,Dropout
1,1,6,9500,1,1,134.0,1,38,38,9,9,122.0,1,0,0,1,1,0,19,0,8,8,7,12.2,8,8,7,12.2,12.7,3.7,-1.7,Graduate
1,1,1,9147,1,1,140.0,1,19,19,7,3,120.0,1,0,0,1,1,0,21,0,5,8,3,10.0,5,10,4,11.0,12.7,3.7,-1.7,Dropout
1,53,1,9670,1,42,110.0,1,1,19,9,9,114.2,0,0,0,1,1,1,23,0,6,7,5,13.0,6,7,6,12.85714286,8.9,1.4,3.51,Graduate
1,39,1,8014,0,38,133.1,1,38,37,4,8,95.5,0,0,0,1,1,0,29,0,6,11,6,12.0,6,6,6,14.0,11.1,0.6,2.02,Graduate
1,1,1,9500,1,1,129.0,1,1,1,9,9,120.0,0,0,0,1,1,0,20,0,8,8,7,15.02857143,8,8,7,15.02857143,12.7,3.7,-1.7,Graduate
1,1,1,9238,1,1,116.0,1,1,19,5,9,111.1,0,0,0,1,1,0,18,0,6,8,6,12.0,6,7,6,11.71428571,15.5,2.8,-4.06,Graduate
1,1,1,9773,1,1,130.0,1,1,38,3,5,128.6,1,0,0,1,1,0,19,0,6,8,5,12.0,6,8,5,12.4,9.4,-0.8,-3.12,Graduate
1,7,1,9556,1,3,130.0,1,1,37,4,8,130.0,0,0,0,0,1,0,23,0,7,7,3,13.66666667,8,8,3,11.33333333,10.8,1.4,1.74,Dropout
1,1,1,171,1,1,116.0,1,38,1,5,1,111.1,0,0,0,1,1,0,21,0,0,0,0,0.0,0,0,0,0.0,13.9,-0.3,0.79,Dropout
1,17,1,9147,1,1,136.0,1,1,1,9,3,122.7,1,0,0,1,1,0,18,0,5,6,5,12.0,5,7,4,12.5,15.5,2.8,-4.06,Enrolled
1,1,1,171,1,1,147.0,1,37,19,7,7,134.4,1,0,0,1,1,1,18,0,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74,Graduate
1,1,5,9070,1,1,117.0,1,19,37,5,5,131.0,1,0,1,0,1,0,21,0,6,6,1,14.0,6,7,0,0.0,9.4,-0.8,-3.12,Dropout
1,51,1,9238,1,1,141.0,1,1,1,5,9,125.0,0,0,0,1,1,0,22,0,6,6,0,0.0,6,7,0,0.0,11.1,0.6,2.02,Dropout
1,18,1,9556,1,1,133.1,1,3,19,2,8,106.0,1,0,0,1,1,0,21,0,7,8,7,12.375,7,11,5,12.58333333,8.9,1.4,3.51,Graduate
1,39,1,9500,1,1,133.1,1,38,19,9,9,128.0,1,0,0,0,1,0,32,0,7,0,0,0.0,8,0,0,0.0,16.2,0.3,-0.92,Dropout
1,7,1,9003,1,3,120.0,1,1,19,4,1,120.0,1,0,0,1,1,0,27,0,18,21,18,11.42105263,13,16,13,11.07692308,15.5,2.8,-4.06,Graduate
1,1,1,9500,1,1,148.0,1,19,38,9,8,134.8,1,0,0,1,1,0,18,0,7,7,6,13.35,7,7,6,13.35,7.6,2.6,0.32,Graduate
1,39,1,9070,1,1,130.0,1,1,1,5,3,112.0,1,0,0,1,1,1,24,0,6,6,6,15.0,6,6,2,16.0,15.5,2.8,-4.06,Graduate
1,1,1,9130,1,1,120.0,1,19,37,1,9,116.1,1,0,0,1,1,0,22,0,5,9,2,10.5,5,5,0,0.0,12.7,3.7,-1.7,Dropout
1,43,1,9130,1,1,120.0,1,2,3,3,2,120.0,1,0,0,0,1,0,22,0,6,0,0,0.0,4,6,0,0.0,10.8,1.4,1.74,Dropout
1,1,3,9147,1,1,133.0,1,37,37,9,5,119.7,1,0,0,1,1,0,19,0,5,8,5,13.25,5,6,5,11.83333333,13.9,-0.3,0.79,Graduate
1,17,6,9119,1,1,129.0,1,37,13,4,90,117.1,1,0,0,1,1,0,19,0,5,10,0,0.0,5,5,0,0.0,7.6,2.6,0.32,Dropout
1,1,2,9085,1,1,118.0,1,1,19,3,3,112.4,1,0,0,1,1,0,21,0,5,7,4,11.5,5,15,3,10.6,10.8,1.4,1.74,Enrolled
1,1,2,9500,1,1,140.0,1,1,1,2,7,131.0,1,0,0,1,0,1,18,0,8,8,8,13.88125,8,8,8,13.88125,9.4,-0.8,-3.12,Graduate
1,1,2,9254,1,1,127.0,1,3,19,3,10,130.9,1,0,0,1,0,0,18,0,6,8,6,11.33333333,6,8,5,12.6,9.4,-0.8,-3.12,Graduate
1,1,1,171,1,1,131.0,1,19,19,9,9,134.9,1,0,1,1,0,0,20,0,0,0,0,0.0,0,0,0,0.0,16.2,0.3,-0.92,Dropout
1,17,1,9238,1,1,132.0,1,1,19,4,9,127.1,1,0,0,1,0,0,19,0,6,7,6,12.85714286,6,7,6,13.66666667,13.9,-0.3,0.79,Graduate
1,17,5,9773,1,1,113.0,1,38,38,191,175,110.2,1,0,1,1,0,0,19,0,6,6,5,11.6,6,6,6,12.5,8.9,1.4,3.51,Graduate
1,17,1,9254,1,1,115.0,1,12,1,9,3,108.7,1,0,0,1,0,1,18,0,6,9,5,11.4,6,6,6,11.33333333,12.4,0.5,1.79,Graduate
1,1,1,9130,1,1,133.1,1,1,1,3,9,138.0,1,0,0,1,0,0,20,0,6,11,6,13.33333333,6,10,6,13.0,16.2,0.3,-0.92,Enrolled
1,44,1,9070,1,39,150.0,1,12,37,3,9,147.7,0,0,1,1,0,1,22,0,7,7,7,13.57142857,9,9,9,13.77777778,12.4,0.5,1.79,Graduate
2,39,1,9556,1,19,133.1,1,37,38,9,9,123.0,0,0,0,1,0,0,31,0,7,13,6,11.83333333,7,8,7,12.22857143,12.4,0.5,1.79,Graduate
1,17,1,9853,1,1,141.0,1,19,19,9,8,142.8,0,0,0,1,0,1,19,0,7,7,7,14.42857143,7,7,7,14.14285714,16.2,0.3,-0.92,Graduate
1,1,2,171,1,1,140.0,1,1,3,3,3,138.3,1,0,0,1,0,0,18,0,0,0,0,0.0,0,0,0,0.0,12.4,0.5,1.79,Enrolled
1,1,2,9254,1,1,136.0,1,38,38,9,7,125.2,1,0,0,1,0,1,18,0,6,8,6,12.28571429,6,9,5,12.4,8.9,1.4,3.51,Graduate
1,1,1,9085,1,1,140.0,1,12,1,1,90,141.8,0,0,0,1,0,0,21,0,5,7,5,14.4,5,5,5,13.8,7.6,2.6,0.32,Graduate
1,17,5,9500,1,1,143.0,1,38,1,9,7,130.6,1,0,0,1,0,1,18,0,7,8,7,13.15,8,9,8,15.06875,13.9,-0.3,0.79,Graduate
1,44,1,9147,1,39,130.0,22,2,37,2,8,130.0,0,0,1,0,1,0,25,1,5,6,0,0.0,5,5,0,0.0,15.5,2.8,-4.06,Dropout
1,15,1,9119,1,1,133.1,41,1,3,5,8,100.0,0,0,1,1,1,0,21,1,5,5,0,0.0,6,8,0,0.0,11.1,0.6,2.02,Dropout
1,18,2,9500,1,1,129.0,1,38,37,5,5,119.0,1,0,0,1,0,1,19,0,8,8,7,12.34285714,8,8,7,12.34285714,10.8,1.4,1.74,Graduate
1,1,2,9773,1,1,132.0,1,38,1,9,9,124.3,1,0,0,1,0,0,19,0,6,6,5,12.2,6,7,5,10.8,10.8,1.4,1.74,Enrolled
1,17,1,9254,1,1,118.0,1,11,34,5,0,122.2,1,0,0,1,0,0,22,0,6,10,4,10.5,6,14,1,11.0,7.6,2.6,0.32,Dropout
1,15,1,9147,1,1,150.0,1,38,1,9,1,150.0,0,0,0,1,1,0,19,0,5,5,5,10.6,5,8,5,11.6,12.4,0.5,1.79,Graduate
1,39,1,8014,0,19,133.1,1,37,37,9,5,135.5,0,0,0,1,0,0,58,0,6,6,0,0.0,6,6,0,0.0,11.1,0.6,2.02,Dropout
1,16,2,9238,1,1,122.0,1,19,37,9,7,127.3,1,0,0,1,0,1,19,0,6,8,4,11.25,6,6,6,12.0,10.8,1.4,1.74,Graduate
1,43,1,9670,1,1,127.0,22,37,37,9,9,127.0,1,0,0,1,1,0,23,1,9,11,6,10.5,10,10,10,11.7,9.4,-0.8,-3.12,Graduate
1,1,2,9773,1,1,122.0,1,37,37,9,9,126.9,1,0,0,1,0,1,19,0,6,11,4,11.0,6,11,3,11.66666667,9.4,-0.8,-3.12,Enrolled
1,18,3,9500,1,1,131.0,1,19,1,4,7,127.5,1,0,0,1,0,0,18,0,7,7,7,13.45714286,8,8,8,14.5125,13.9,-0.3,0.79,Graduate
1,1,2,9085,1,1,130.0,1,19,19,90,90,122.0,0,0,0,1,0,0,20,0,5,6,5,12.6,5,8,4,12.33333333,7.6,2.6,0.32,Graduate
1,17,5,9085,1,1,130.0,1,19,19,90,7,115.8,0,0,0,0,0,0,18,0,6,0,0,0.0,6,0,0,0.0,12.7,3.7,-1.7,Dropout
1,17,1,9670,1,1,130.0,1,3,19,5,5,121.6,0,0,0,1,0,0,18,0,6,6,6,13.66666667,6,8,5,13.6,8.9,1.4,3.51,Graduate
1,17,4,9147,1,1,122.0,1,19,19,5,7,116.4,1,0,1,1,0,1,18,0,5,5,5,11.6,5,5,5,11.8,11.1,0.6,2.02,Graduate
1,39,1,9130,1,1,114.0,1,38,38,9,10,120.0,0,0,0,1,0,0,24,0,6,9,6,12.57142857,6,10,5,12.83333333,11.1,0.6,2.02,Dropout
1,17,4,9853,1,1,143.0,1,37,37,9,5,127.3,1,0,0,1,0,0,18,0,6,7,5,11.8,6,7,5,11.4,10.8,1.4,1.74,Dropout
1,1,3,9147,1,1,127.0,1,1,38,5,7,123.5,1,0,0,1,0,1,19,0,5,5,5,11.6,5,11,3,12.66666667,9.4,-0.8,-3.12,Enrolled
1,17,3,9238,1,1,141.0,1,19,38,9,7,125.6,1,0,0,1,0,1,19,0,6,8,6,11.33333333,6,6,6,11.83333333,8.9,1.4,3.51,Graduate
1,1,1,9254,1,1,129.0,1,38,38,6,6,118.5,1,0,0,1,0,0,18,0,6,6,6,10.66666667,6,6,6,11.5,7.6,2.6,0.32,Graduate
1,1,2,9130,1,1,140.0,1,19,37,9,9,129.5,1,0,0,1,0,0,18,0,5,10,4,13.5,5,5,5,13.4,12.7,3.7,-1.7,Enrolled
1,1,1,171,1,1,137.0,1,19,19,5,5,134.6,1,0,0,1,0,1,19,0,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74,Graduate
1,44,1,9085,1,1,140.0,1,4,4,2,6,140.0,0,0,0,1,0,0,22,0,6,9,6,13.33333333,6,9,4,11.5,13.9,-0.3,0.79,Graduate
1,1,1,9254,1,1,143.0,1,2,37,1,1,133.2,1,0,0,1,0,0,19,0,6,9,5,13.4,6,16,2,13.5,10.8,1.4,1.74,Enrolled
3,17,1,9238,1,1,138.0,1,37,37,9,9,133.5,1,0,0,1,0,1,21,0,6,8,3,10.2,6,13,4,12.25,12.7,3.7,-1.7,Enrolled
1,17,1,9773,1,1,120.0,1,19,38,9,7,117.9,1,0,0,1,0,1,21,0,6,6,5,13.0,6,7,6,12.83333333,8.9,1.4,3.51,Graduate
1,1,3,9500,1,1,144.0,1,38,38,5,7,128.0,1,0,0,1,0,1,18,0,8,11,7,12.90857143,8,11,7,12.90857143,10.8,1.4,1.74,Graduate
1,1,5,9853,1,1,123.0,1,1,12,4,9,113.2,1,0,0,1,0,0,20,0,6,12,4,12.0,6,11,1,10.0,10.8,1.4,1.74,Dropout
1,1,3,9254,1,1,129.0,1,37,38,7,7,122.0,1,0,0,1,0,1,18,0,6,9,6,10.83333333,6,8,5,11.0,7.6,2.6,0.32,Enrolled
1,16,3,9070,1,1,152.0,1,1,38,4,8,156.9,1,0,0,1,0,0,19,0,6,6,6,15.33333333,6,9,6,15.83333333,12.7,3.7,-1.7,Graduate
1,1,2,9500,1,1,130.0,1,1,38,9,9,125.1,1,0,0,1,0,1,18,0,7,9,6,12.81666667,8,11,6,12.875,11.1,0.6,2.02,Enrolled
1,15,1,9147,1,1,133.1,41,41,1,3,4,100.0,0,0,1,0,1,0,26,1,7,7,6,13.0,6,6,2,14.0,11.1,0.6,2.02,Dropout
1,15,1,9119,1,1,160.0,32,1,3,143,152,160.0,0,0,1,1,0,0,19,1,6,11,2,13.5,5,11,2,11.0,8.9,1.4,3.51,Enrolled
2,39,1,8014,0,1,140.0,1,37,37,9,9,101.0,0,0,0,1,0,0,35,0,6,7,6,12.5,6,6,6,12.16666667,15.5,2.8,-4.06,Graduate
1,18,1,9670,1,1,133.0,1,1,1,9,9,121.5,1,0,0,1,0,1,19,0,6,7,6,13.0,6,6,6,14.33333333,12.4,0.5,1.79,Graduate
1,1,1,9085,1,1,138.0,1,38,37,9,6,126.8,1,0,0,1,1,0,18,0,5,6,4,11.75,5,10,5,12.57142857,10.8,1.4,1.74,Graduate
1,1,5,9670,1,1,142.0,1,19,19,7,3,132.9,0,0,0,1,1,0,19,0,5,5,4,12.5,5,5,4,14.25,7.6,2.6,0.32,Graduate
1,1,1,171,1,1,115.0,1,1,1,9,9,134.3,1,0,0,1,1,0,25,0,17,19,17,11.61111111,17,22,17,12.05555556,12.4,0.5,1.79,Graduate
1,17,6,9254,1,1,125.0,1,1,1,4,3,120.5,1,0,0,1,1,0,18,0,6,6,6,14.0,6,6,6,14.66666667,11.1,0.6,2.02,Graduate
1,17,1,9003,1,1,170.0,1,1,4,9,5,144.1,1,0,1,0,1,0,26,0,6,8,0,0.0,6,10,0,0.0,16.2,0.3,-0.92,Dropout
1,43,1,9991,0,1,140.0,1,1,1,6,6,100.0,0,0,0,1,1,0,34,0,5,5,5,13.8,5,6,5,13.83333333,9.4,-0.8,-3.12,Graduate
1,1,2,9254,1,1,110.0,1,4,19,4,3,114.8,1,0,0,0,1,0,18,0,5,6,0,0.0,5,5,0,0.0,12.7,3.7,-1.7,Dropout
1,1,1,171,1,1,114.0,1,3,29,3,5,111.9,0,0,0,0,1,0,18,0,0,0,0,0.0,0,0,0,0.0,9.4,-0.8,-3.12,Dropout
1,17,3,9119,1,1,138.0,1,1,19,4,3,125.4,1,0,0,1,1,1,18,0,5,9,4,12.25,5,9,3,12.33333333,8.9,1.4,3.51,Dropout
1,44,1,9003,1,39,140.0,1,37,37,9,4,140.0,0,0,0,1,1,0,20,0,6,12,3,11.5,6,12,3,13.66666667,12.4,0.5,1.79,Dropout
1,44,1,9070,1,39,140.0,1,1,19,4,4,140.0,0,0,0,1,1,0,25,0,7,9,6,12.57142857,9,9,9,12.55555556,16.2,0.3,-0.92,Graduate
1,17,1,9130,1,1,132.0,1,2,1,4,1,127.8,0,0,0,1,1,0,18,0,6,9,6,12.0,6,10,5,12.16666667,11.1,0.6,2.02,Dropout
1,1,1,9003,1,1,148.0,1,19,37,9,9,131.6,1,0,0,1,1,0,19,0,12,17,11,12.0,12,21,12,12.30769231,15.5,2.8,-4.06,Graduate
1,1,1,171,1,1,132.0,1,1,1,4,1,119.4,1,0,0,1,1,0,20,0,0,0,0,0.0,0,0,0,0.0,10.8,1.4,1.74,Dropout
1,18,2,9238,1,1,126.0,1,19,37,5,7,129.9,1,0,0,1,1,1,20,0,7,9,6,12.0,6,6,6,11.16666667,10.8,1.4,1.74,Graduate
1,1,1,9119,1,1,121.0,1,3,1,2,3,114.0,0,0,0,1,1,0,20,0,5,9,4,11.6,5,7,4,12.25,7.6,2.6,0.32,Enrolled
1,1,2,9147,1,1,120.0,1,1,37,4,9,113.4,1,0,0,1,1,1,19,0,5,5,0,0.0,5,5,0,0.0,11.1,0.6,2.02,Dropout
1,1,1,9147,1,1,123.0,1,1,19,4,5,117.8,0,0,0,1,1,0,20,0,5,9,5,12.0,5,9,4,13.0,8.9,1.4,3.51,Enrolled
1,1,6,9500,1,1,122.0,1,1,1,3,7,114.3,1,0,0,1,1,0,18,0,7,8,6,13.97666667,8,12,6,12.04166667,11.1,0.6,2.02,Enrolled
1,1,1,9670,1,1,136.0,1,2,38,143,163,129.7,1,0,0,1,1,0,19,0,6,10,4,12.5,6,12,1,10.0,16.2,0.3,-0.92,Enrolled
1,18,1,9147,1,1,119.0,1,37,37,7,7,112.0,1,0,0,0,1,0,20,0,5,5,0,0.0,5,0,0,0.0,9.4,-0.8,-3.12,Dropout
1,39,1,9670,1,1,120.0,1,38,37,7,7,140.0,0,0,0,1,1,0,24,0,6,15,4,10.5,6,16,4,12.5,15.5,2.8,-4.06,Dropout
1,44,1,9003,1,39,150.0,1,38,38,9,8,150.0,1,0,0,1,1,0,20,0,6,8,5,12.85714286,6,11,6,12.3,16.2,0.3,-0.92,Graduate
1,1,3,9670,1,1,121.0,1,3,19,2,8,122.4,1,0,0,1,1,0,19,0,5,7,3,11.66666667,5,5,4,12.0,9.4,-0.8,-3.12,Enrolled
1,51,1,9119,1,1,140.0,1,1,19,4,4,150.0,0,0,0,1,1,0,23,0,5,7,2,13.0,5,11,1,10.0,8.9,1.4,3.51,Dropout
1,17,2,9254,1,1,135.0,1,19,19,4,3,135.0,1,0,0,1,1,0,20,0,6,8,6,11.83333333,6,9,5,10.4,7.6,2.6,0.32,Enrolled
1,43,4,8014,0,1,116.0,1,34,34,0,0,116.2,0,0,0,1,1,0,21,0,11,11,11,12.45454545,11,17,8,12.75,9.4,-0.8,-3.12,Graduate
1,17,2,9119,1,1,120.0,1,10,12,9,9,120.4,1,0,0,1,1,0,20,0,5,6,3,11.0,5,6,0,0.0,10.8,1.4,1.74,Dropout
2,17,5,9119,1,1,126.0,1,37,38,4,4,122.9,1,0,0,1,1,0,21,0,5,10,4,13.2,5,7,4,14.25,7.6,2.6,0.32,Enrolled
1,1,1,9773,1,1,170.0,1,1,19,9,7,155.0,0,0,0,1,1,1,18,0,6,6,6,15.5,6,6,6,14.16666667,11.1,0.6,2.02,Graduate
1,1,3,9254,1,1,123.0,1,1,1,4,3,123.4,1,0,0,1,1,0,18,0,6,8,6,12.33333333,6,6,6,13.66666667,11.1,0.6,2.02,Graduate
1,17,1,9147,1,1,120.0,1,3,38,3,7,124.2,1,0,0,1,1,0,18,0,5,13,5,12.0,5,9,4,11.4,13.9,-0.3,0.79,Enrolled
1,44,1,9003,1,39,130.0,1,3,3,7,1,130.0,1,0,0,1,1,0,20,0,6,12,4,11.6,6,11,5,11.5,15.5,2.8,-4.06,Enrolled
1,17,1,9773,1,1,130.0,1,19,38,4,9,126.2,0,0,0,1,1,1,18,0,6,7,6,11.33333333,6,8,6,12.28571429,16.2,0.3,-0.92,Graduate
1,17,1,9773,1,1,117.0,1,37,37,0,4,120.5,1,0,0,1,1,0,19,0,6,12,0,0.0,6,0,0,0.0,9.4,-0.8,-3.12,Dropout
1,17,1,9119,1,1,131.0,1,1,3,9,10,123.7,1,0,0,1,1,0,20,0,5,7,4,12.0,5,8,2,12.5,10.8,1.4,1.74,Enrolled
1,17,1,9130,1,1,130.0,1,19,38,4,7,122.5,0,0,0,1,1,0,19,0,5,11,4,12.0,5,9,5,12.6,9.4,-0.8,-3.12,Graduate
1,39,1,9991,0,1,133.0,1,37,37,9,5,139.2,1,0,1,1,1,0,33,0,5,11,2,12.5,5,9,2,11.5,12.7,3.7,-1.7,Dropout
1,51,1,171,1,1,128.0,1,2,1,3,3,131.2,1,0,0,1,1,0,21,0,12,12,12,13.66666667,11,16,11,13.0,8.9,1.4,3.51,Graduate
2,39,1,9003,1,1,133.1,1,1,19,4,4,120.0,0,0,1,0,1,0,25,0,6,17,2,14.5,6,13,0,0.0,15.5,2.8,-4.06,Dropout
1,1,1,9085,1,1,123.0,1,1,1,4,9,116.7,1,0,0,1,1,1,20,0,6,10,4,13.2,6,8,0,0.0,12.4,0.5,1.79,Dropout
1,53,1,9085,1,42,150.0,1,1,1,9,4,150.0,1,0,0,1,1,1,22,0,7,11,5,12.16666667,8,14,5,14.8,8.9,1.4,3.51,Dropout
4,39,1,9773,1,19,133.1,1,37,37,9,1,117.5,0,0,0,1,0,0,39,0,6,10,4,11.25,6,6,6,11.33333333,10.8,1.4,1.74,Graduate
1,1,2,9670,1,1,140.0,1,3,1,2,6,137.6,1,0,0,1,1,1,21,0,6,8,6,15.16666667,6,7,6,14.42857143,8.9,1.4,3.51,Graduate
1,17,1,9254,1,1,126.0,1,1,1,9,9,124.3,0,0,0,1,0,1,19,0,6,8,6,11.16666667,6,7,4,13.4,16.2,0.3,-0.92,Graduate
